attempt_id,base_id,source,label,base_text,tts_text,severity,tts_backend,voice,tts_quality,transcript,similarity,token_recall,status,flags,audio_path,error
dataset:216:v1,dataset:216,dataset,YES,Bitte verlasse die Einstellungen und miss anschließend die Entfernung.,Bitte verlasse die Einstellungen und miss anschließend die Entfernung.,moderate,piper,de_DE-thorsten-medium,medium,mithilfe lasse die einstellungen und bis anschließend die entfernung,0.905109,0.666667,generated,,,
dataset:217:v1,dataset:217,dataset,YES,"Das ist in Ordnung, schließe das Menü und beantworte die vorherige Frage.","Das ist in Ordnung, schließe das Menü und beantworte die vorherige Frage.",moderate,piper,de_DE-kerstin-low,low,das ist in ordnung schließe das mini und beantworte die vorherige frage,0.971831,0.916667,generated,,,
dataset:218:v1,dataset:218,dataset,YES,"Ja, wechsel zurück zur normalen Ansicht und lies das Schild.","Ja, wechsel zurück zur normalen Ansicht und lies das Schild.",clean,piper,de_DE-kerstin-low,low,ja wechselt zurück zur normalen ansicht und ließ das schild,0.974359,0.8,generated,,,
dataset:219:v1,dataset:219,dataset,YES,Verlasse die Einstellungen ruhig und starte die Objekterkennung.,Verlasse die Einstellungen ruhig und starte die Objekterkennung.,clean,piper,de_DE-thorsten-medium,medium,verlasse die einstellungen ruhig und startet objekt erkennung,0.951613,0.625,generated,,,
dataset:220:v1,dataset:220,dataset,YES,"Ich bestätige, dass du das Menü für die Distanzmessung verlassen darfst.","Ich bestätige, dass du das Menü für die Distanzmessung verlassen darfst.",moderate,piper,de_DE-karlsson-low,low,ich bestätige dass du das menü für die distanz messung verlassen darfst,0.992908,0.909091,generated,near_duplicate_clean,,
dataset:221:v1,dataset:221,dataset,YES,Geh aus den Einstellungen und führe den gespeicherten Befehl aus.,Geh aus den Einstellungen und führe den gespeicherten Befehl aus.,clean,piper,de_DE-thorsten-medium,medium,geh aus dem einstellungen und führe den gespeicherten befehl aus,0.984375,0.9,generated,near_duplicate_clean,,
dataset:222:v1,dataset:222,dataset,YES,"Ja, beende den Einstellungsdialog und erkenne den Text vor mir.","Ja, beende den Einstellungsdialog und erkenne den Text vor mir.",moderate,piper,de_DE-karlsson-low,low,ja beende den einstellung dialog und erkenne den text vor mir,0.983607,0.9,generated,near_duplicate_clean,,
dataset:223:v1,dataset:223,dataset,YES,"Du darfst die Einstellungen verlassen und prüfen, was im Weg steht.","Du darfst die Einstellungen verlassen und prüfen, was im Weg steht.",clean,piper,de_DE-karlsson-low,low,du darfst die einstellungen verlassen und prüfen was im weg steht,1.0,1.0,generated,identical_to_clean,,
dataset:224:v1,dataset:224,dataset,YES,Bitte führe nach dem Verlassen des Menüs meine ursprüngliche Anfrage aus.,Bitte führe nach dem Verlassen des Menüs meine ursprüngliche Anfrage aus.,moderate,piper,de_DE-thorsten-medium,medium,bitte führe nach dem verlassen des melismen ursprüngliche anfrage aus,0.950355,0.818182,generated,,,
dataset:225:v1,dataset:225,dataset,YES,"Ja, geh zurück und bestimme den Abstand zum Hindernis.","Ja, geh zurück und bestimme den Abstand zum Hindernis.",moderate,piper,de_DE-thorsten-high,high,ja geht zurück und bestimmen den abstand zum finden,0.932039,0.666667,generated,,,
dataset:226:v1,dataset:226,dataset,YES,Schließe die Einstellungen und leite die offene Frage weiter.,Schließe die Einstellungen und leite die offene Frage weiter.,clean,piper,de_DE-thorsten-medium,medium,schließe die einstellungen und leitet die offene frage weiter,0.991736,0.888889,generated,near_duplicate_clean,,
dataset:227:v1,dataset:227,dataset,YES,Ich möchte jetzt aus dem Menü raus und den Text lesen lassen.,Ich möchte jetzt aus dem Menü raus und den Text lesen lassen.,clean,piper,de_DE-kerstin-low,low,ich möchte jetzt aus dem mini raus und den text lesen lassen,0.966667,0.916667,generated,,,
dataset:228:v1,dataset:228,dataset,YES,"Bestätigt, verlasse die Einstellungen und starte die zuvor gewünschte Funktion.","Bestätigt, verlasse die Einstellungen und starte die zuvor gewünschte Funktion.",clean,piper,de_DE-karlsson-low,low,bestätigt verlasse die einstellungen und starte die zuvor gewünschte funktion,1.0,1.0,generated,identical_to_clean,,
dataset:229:v1,dataset:229,dataset,NO,Die vorgeschlagene Frequenz möchte ich doch nicht übernehmen.,Die vorgeschlagene Frequenz möchte ich doch nicht übernehmen.,moderate,piper,de_DE-karlsson-low,low,die vorgeschlagene frequenz möchte jedoch nicht übernehmen,0.949153,0.75,generated,contrast_marker_lost,,
dataset:230:v1,dataset:230,dataset,NO,Lass den Ton bitte beim bisherigen Frequenzwert.,Lass den Ton bitte beim bisherigen Frequenzwert.,clean,piper,de_DE-thorsten-high,high,lass den ton bitte beim bisherigen frequenz wert,0.989474,0.857143,generated,near_duplicate_clean,,
dataset:231:v1,dataset:231,dataset,NO,Mit dieser Frequenzänderung bin ich nicht einverstanden.,Mit dieser Frequenzänderung bin ich nicht einverstanden.,clean,piper,de_DE-karlsson-low,low,mit dieser ficken zentrum bin ich nicht einverstanden,0.851852,0.857143,generated,,,
dataset:232:v1,dataset:232,dataset,NO,Den neuen Frequenzwert bitte verwerfen.,Den neuen Frequenzwert bitte verwerfen.,moderate,piper,de_DE-thorsten-high,high,den neuen frequenz wert bitte verwerfen,0.987013,0.8,generated,near_duplicate_clean,,
dataset:233:v1,dataset:233,dataset,NO,So soll die Frequenz nicht eingestellt werden.,So soll die Frequenz nicht eingestellt werden.,moderate,piper,de_DE-kerstin-low,low,soll die frequenz nicht eingestellt werden,0.965517,0.857143,generated,,,
dataset:234:v1,dataset:234,dataset,NO,Die Anpassung am Ton möchte ich nicht durchführen.,Die Anpassung am Ton möchte ich nicht durchführen.,moderate,piper,de_DE-thorsten-high,high,die anpassung an tun möchte ich nicht durchführen,0.959184,0.75,generated,,,
dataset:235:v1,dataset:235,dataset,NO,Nimm für die Frequenz lieber weiterhin den alten Wert.,Nimm für die Frequenz lieber weiterhin den alten Wert.,moderate,piper,de_DE-thorsten-medium,medium,nimmt für die frequenz lieber weiterhin den alten wert,0.990654,0.888889,generated,near_duplicate_clean,,
dataset:236:v1,dataset:236,dataset,NO,Bitte speichere diese Frequenzeinstellung nicht.,Bitte speichere diese Frequenzeinstellung nicht.,moderate,piper,de_DE-karlsson-low,low,bitte speichere diese frequenz stellung,0.883721,0.6,generated,negation_lost,,
dataset:237:v1,dataset:237,dataset,NO,Die Frequenzänderung ist von mir nicht bestätigt.,Die Frequenzänderung ist von mir nicht bestätigt.,clean,piper,de_DE-thorsten-medium,medium,die frequenz änderung ist von mir nicht bestätigt,0.989691,0.857143,generated,near_duplicate_clean,,
dataset:238:v1,dataset:238,dataset,NO,Stell den Signalton doch nicht auf diesen Wert.,Stell den Signalton doch nicht auf diesen Wert.,clean,piper,de_DE-thorsten-high,high,stellt den signal tun doch nicht auf diesen wert,0.957447,0.75,generated,,,
dataset:239:v1,dataset:239,dataset,NO,Diese Änderung an der Frequenz soll nicht passieren.,Diese Änderung an der Frequenz soll nicht passieren.,clean,piper,de_DE-thorsten-high,high,diese änderungen an der frequenz soll nicht passieren,0.980769,0.875,generated,near_duplicate_clean,,
dataset:240:v1,dataset:240,dataset,NO,Der bisherige Frequenzwert ist mir lieber.,Der bisherige Frequenzwert ist mir lieber.,moderate,piper,de_DE-thorsten-high,high,der bisherige frequenz wert ist mir lieber,0.987952,0.833333,generated,near_duplicate_clean,,
dataset:241:v1,dataset:241,dataset,NO,Lass die Frequenzeinstellung unangetastet.,Lass die Frequenzeinstellung unangetastet.,clean,piper,de_DE-thorsten-medium,medium,lass die frequenz einstellung unangetastet,0.987952,0.75,generated,near_duplicate_clean,,
dataset:242:v1,dataset:242,dataset,NO,Ich lehne die vorgeschlagene Änderung der Frequenz ab.,Ich lehne die vorgeschlagene Änderung der Frequenz ab.,clean,piper,de_DE-thorsten-medium,medium,ich lehne die vorgeschlagene änderung der frequenz ab,1.0,1.0,generated,identical_to_clean,,
dataset:243:v1,dataset:243,dataset,NO,Bitte nimm die letzte Frequenzanpassung nicht vor.,Bitte nimm die letzte Frequenzanpassung nicht vor.,moderate,piper,de_DE-karlsson-low,low,bitte nehmen die letzte frequenz anpassung nicht vor,0.930693,0.714286,generated,,,
dataset:244:v1,dataset:244,dataset,NO,Die neue BPS-Einstellung möchte ich nicht übernehmen.,Die neue Be Pe Es-Einstellung möchte ich nicht übernehmen.,clean,piper,de_DE-kerstin-low,low,die neue bip es einstellungen möchte ich nicht übernehmen,0.954128,0.75,generated,,,
dataset:245:v1,dataset:245,dataset,NO,Lass die Hinweise in ihrem bisherigen Rhythmus.,Lass die Hinweise in ihrem bisherigen Rhythmus.,moderate,piper,de_DE-thorsten-high,high,das die hinweise in ihrer bisherigen rhythmus,0.945055,0.714286,generated,,,
dataset:246:v1,dataset:246,dataset,NO,Ändere die Wiederholrate doch nicht.,Ändere die Wiederholrate doch nicht.,moderate,piper,de_DE-karlsson-low,low,ändere die wiederhol ratte doch nicht,0.972222,0.8,generated,,,
dataset:247:v1,dataset:247,dataset,NO,Der vorgeschlagene Signalabstand passt mir nicht.,Der vorgeschlagene Signalabstand passt mir nicht.,moderate,piper,de_DE-kerstin-low,low,der vorgeschlagene signal abstand passt mir nicht,0.989691,0.833333,generated,near_duplicate_clean,,
dataset:248:v1,dataset:248,dataset,NO,Diese Signalrate soll nicht eingestellt werden.,Diese Signalrate soll nicht eingestellt werden.,clean,piper,de_DE-karlsson-low,low,diese signal rate soll nicht eingestellt werden,0.989247,0.833333,generated,near_duplicate_clean,,
dataset:249:v1,dataset:249,dataset,NO,Bitte lass die BPS auf dem bisherigen Wert.,Bitte lass die Be Pe Es auf dem bisherigen Wert.,moderate,piper,de_DE-kerstin-low,low,bitte lass die bp ist auf den bisherigen wert,0.942529,0.75,generated,,,
dataset:250:v1,dataset:250,dataset,NO,Die Anpassung der Hinweistöne möchte ich verwerfen.,Die Anpassung der Hinweistöne möchte ich verwerfen.,moderate,piper,de_DE-kerstin-low,low,die anpassung der hin bei stühle möchte ich verwerfen,0.912621,0.857143,generated,,,
dataset:251:v1,dataset:251,dataset,NO,So oft sollen die Signale doch nicht kommen.,So oft sollen die Signale doch nicht kommen.,moderate,piper,de_DE-thorsten-high,high,so oft sollen die signale doch nicht kommen,1.0,1.0,generated,identical_to_clean,,
dataset:252:v1,dataset:252,dataset,NO,Speichere diese Wiederholrate bitte nicht.,Speichere diese Wiederholrate bitte nicht.,moderate,piper,de_DE-kerstin-low,low,speicher wird diese wiederwahl rate bitte nicht,0.886364,0.6,generated,,,
dataset:253:v1,dataset:253,dataset,NO,Der neue Rhythmus der Abstandstöne ist nicht gewünscht.,Der neue Rhythmus der Abstandstöne ist nicht gewünscht.,clean,piper,de_DE-thorsten-medium,medium,der neue rhythmus der abstand stünde ist nicht gewünscht,0.963636,0.875,generated,,,
dataset:254:v1,dataset:254,dataset,NO,Lass das Intervall der Signale unverändert.,Lass das Intervall der Signale unverändert.,clean,piper,de_DE-thorsten-high,high,lass das intervall der signale unverändert,1.0,1.0,generated,identical_to_clean,,
dataset:255:v1,dataset:255,dataset,NO,Ich bestätige die Änderung der BPS nicht.,Ich bestätige die Änderung der Be Pe Es nicht.,moderate,piper,de_DE-karlsson-low,low,ich bestätige die änderung der bp es nicht,0.97561,0.857143,generated,near_duplicate_clean,,
dataset:256:v1,dataset:256,dataset,NO,Nimm nicht die eben vorgeschlagene Rate.,Nimm nicht die eben vorgeschlagene Rate.,moderate,piper,de_DE-thorsten-high,high,nämlich die gegen vorgeschlagen geraten,0.820513,0.166667,generated,heavy_information_loss|negation_lost,,
dataset:257:v1,dataset:257,dataset,NO,Die Signalrate soll so bleiben wie vorher.,Die Signalrate soll so bleiben wie vorher.,moderate,piper,de_DE-thorsten-medium,medium,die signal rate salto bleiben die freue,0.8,0.285714,generated,heavy_information_loss,,
dataset:258:v1,dataset:258,dataset,NO,Führe die besprochene BPS-Anpassung nicht aus.,Führe die besprochene Be Pe Es-Anpassung nicht aus.,clean,piper,de_DE-thorsten-high,high,führe die besprochene p es anpassung nicht aus,0.967033,0.857143,generated,,,
dataset:259:v1,dataset:259,dataset,NO,Das neue Sprechtempo möchte ich nicht übernehmen.,Das neue Sprechtempo möchte ich nicht übernehmen.,clean,piper,de_DE-karlsson-low,low,das neue spricht tempo möchte ich nicht übernehmen,0.959184,0.857143,generated,,,
dataset:260:v1,dataset:260,dataset,NO,Lass die Sprachausgabe so schnell wie bisher.,Lass die Sprachausgabe so schnell wie bisher.,clean,piper,de_DE-kerstin-low,low,lass die sprachausgabe so schnell wie bisher,1.0,1.0,generated,identical_to_clean,,
dataset:261:v1,dataset:261,dataset,NO,Ändere die Lesegeschwindigkeit doch nicht.,Ändere die Lesegeschwindigkeit doch nicht.,moderate,piper,de_DE-kerstin-low,low,hintere die lesegeschwindigkeit auch nicht,0.891566,0.6,generated,contrast_marker_lost,,
dataset:262:v1,dataset:262,dataset,NO,Das vorgeschlagene Vorlesetempo passt mir nicht.,Das vorgeschlagene Vorlesetempo passt mir nicht.,moderate,piper,de_DE-thorsten-medium,medium,das vorgeschlagen von sie tempo passt mir nicht,0.893617,0.666667,generated,,,
dataset:263:v1,dataset:263,dataset,NO,Bitte speichere diese Änderung am Sprechtempo nicht.,Bitte speichere diese Änderung am Sprechtempo nicht.,clean,piper,de_DE-thorsten-medium,medium,bitte speichere diese änderung am sprechtempo nicht,1.0,1.0,generated,identical_to_clean,,
dataset:264:v1,dataset:264,dataset,NO,Die Stimme soll weiterhin im bisherigen Tempo sprechen.,Die Stimme soll weiterhin im bisherigen Tempo sprechen.,clean,piper,de_DE-kerstin-low,low,die stimme soll weiterhin im bisherigen tempo sprechen,1.0,1.0,generated,identical_to_clean,,
dataset:265:v1,dataset:265,dataset,NO,Nimm nicht die eben festgelegte Geschwindigkeit.,Nimm nicht die eben festgelegte Geschwindigkeit.,clean,piper,de_DE-thorsten-high,high,nimm nicht die eben festgelegte geschwindigkeit,1.0,1.0,generated,identical_to_clean,,
dataset:266:v1,dataset:266,dataset,NO,Die Anpassung der Sprachausgabe möchte ich verwerfen.,Die Anpassung der Sprachausgabe möchte ich verwerfen.,clean,piper,de_DE-thorsten-high,high,die anpassung der sprachausgabe möchte ich verwerfen,1.0,1.0,generated,identical_to_clean,,
dataset:267:v1,dataset:267,dataset,NO,Mach EyeAI doch nicht schneller.,Mach EyeAI doch nicht schneller.,clean,piper,de_DE-karlsson-low,low,mach ein ei doch nicht schneller,0.920635,0.8,generated,,,
dataset:268:v1,dataset:268,dataset,NO,Verlangsame die Ausgabe bitte nicht.,Verlangsame die Ausgabe bitte nicht.,clean,piper,de_DE-thorsten-medium,medium,verlangsame die ausgabe bitte nicht,1.0,1.0,generated,identical_to_clean,,
dataset:269:v1,dataset:269,dataset,NO,Diese Sprechgeschwindigkeit soll nicht eingestellt werden.,Diese Sprechgeschwindigkeit soll nicht eingestellt werden.,moderate,piper,de_DE-karlsson-low,low,diese sprechgeschwindigkeit soll nicht eingestellt werden,1.0,1.0,generated,identical_to_clean,,
dataset:270:v1,dataset:270,dataset,NO,Der bisherige Wert für das Vorlesetempo soll bleiben.,Der bisherige Wert für das Vorlesetempo soll bleiben.,moderate,piper,de_DE-thorsten-medium,medium,der bisherige wert für das vorlese tempo soll bleiben,0.990476,0.875,generated,near_duplicate_clean,,
dataset:271:v1,dataset:271,dataset,NO,Ich lehne die vorgeschlagene Tempoänderung ab.,Ich lehne die vorgeschlagene Tempoänderung ab.,moderate,piper,de_DE-thorsten-medium,medium,ich lehne die vorgeschlagene tempo änderung ab,0.989011,0.833333,generated,near_duplicate_clean,,
dataset:272:v1,dataset:272,dataset,NO,Lass die Geschwindigkeit der gesprochenen Antworten unverändert.,Lass die Geschwindigkeit der gesprochenen Antworten unverändert.,moderate,piper,de_DE-kerstin-low,low,lass die geschwindigkeit der gesprochenen antworten unverändert,1.0,1.0,generated,identical_to_clean,,
dataset:273:v1,dataset:273,dataset,NO,Führe die Änderung am Sprechtempo nicht durch.,Führe die Änderung am Sprechtempo nicht durch.,moderate,piper,de_DE-thorsten-high,high,führe die änderung am sprechtempo nicht durch,1.0,1.0,generated,identical_to_clean,,
dataset:274:v1,dataset:274,dataset,NO,Die Männerstimme möchte ich doch nicht einstellen.,Die Männerstimme möchte ich doch nicht einstellen.,moderate,piper,de_DE-thorsten-high,high,die männerstimme möchte ich doch nicht einstellen,1.0,1.0,generated,identical_to_clean,,
dataset:275:v1,dataset:275,dataset,NO,Bleib bitte bei der aktuellen Stimme.,Bleib bitte bei der aktuellen Stimme.,moderate,piper,de_DE-kerstin-low,low,web bitte bei der aktuellen stimme,0.942857,0.833333,generated,,,
dataset:276:v1,dataset:276,dataset,NO,Den Sprecherwechsel möchte ich nicht durchführen.,Den Sprecherwechsel möchte ich nicht durchführen.,moderate,piper,de_DE-thorsten-high,high,den sprecher wechseln möchte ich nicht durchführen,0.979592,0.833333,generated,near_duplicate_clean,,
dataset:277:v1,dataset:277,dataset,NO,Nimm doch nicht die andere Stimme.,Nimm doch nicht die andere Stimme.,clean,piper,de_DE-karlsson-low,low,nimm doch nicht die andere stimmen,0.985075,0.833333,generated,near_duplicate_clean,,
dataset:278:v1,dataset:278,dataset,NO,Die vorgeschlagene Sprecherstimme passt mir nicht.,Die vorgeschlagene Sprecherstimme passt mir nicht.,clean,piper,de_DE-kerstin-low,low,die vorgeschlagene sprecherstimme passt mir nicht,1.0,1.0,generated,identical_to_clean,,
dataset:279:v1,dataset:279,dataset,NO,Wechsel nicht auf die Frauenstimme.,Wechsel nicht auf die Frauenstimme.,clean,piper,de_DE-thorsten-high,high,wechsel nicht auf die frauenstimme,1.0,1.0,generated,identical_to_clean,,
dataset:280:v1,dataset:280,dataset,NO,Bitte behalte den bisherigen Sprecher.,Bitte behalte den bisherigen Sprecher.,moderate,piper,de_DE-karlsson-low,low,bitte behalte den bisherigen sprecher,1.0,1.0,generated,identical_to_clean,,
dataset:281:v1,dataset:281,dataset,NO,Diese Stimme soll EyeAI nicht verwenden.,Diese Stimme soll EyeAI nicht verwenden.,moderate,piper,de_DE-kerstin-low,low,diese stimme soll eier hier nicht verwenden,0.902439,0.833333,generated,,,
dataset:282:v1,dataset:282,dataset,NO,Den Wechsel zur männlichen Stimme bestätige ich nicht.,Den Wechsel zur männlichen Stimme bestätige ich nicht.,moderate,piper,de_DE-karlsson-low,low,dem wechsel zur männlichen stimme bestätige ich nicht,0.981132,0.875,generated,near_duplicate_clean,,
dataset:283:v1,dataset:283,dataset,NO,Lass die ausgewählte Stimme bitte unverändert.,Lass die ausgewählte Stimme bitte unverändert.,moderate,piper,de_DE-thorsten-medium,medium,lass die ausgewählte stimme bitte unverändert,1.0,1.0,generated,identical_to_clean,,
dataset:284:v1,dataset:284,dataset,NO,Die Sprecherstimme soll nicht gewechselt werden.,Die Sprecherstimme soll nicht gewechselt werden.,clean,piper,de_DE-thorsten-medium,medium,die sprecherstimme soll nicht gewechselt werden,1.0,1.0,generated,identical_to_clean,,
dataset:285:v1,dataset:285,dataset,NO,Ich möchte den vorgeschlagenen Stimmenwechsel verwerfen.,Ich möchte den vorgeschlagenen Stimmenwechsel verwerfen.,clean,piper,de_DE-karlsson-low,low,ich möchte den vorgeschlagenen stimmen wechsel verwerfen,0.990991,0.833333,generated,near_duplicate_clean,,
dataset:286:v1,dataset:286,dataset,NO,Stell nicht auf die eben genannte Stimme um.,Stell nicht auf die eben genannte Stimme um.,moderate,piper,de_DE-karlsson-low,low,der nicht auf die eben genannte stimmung,0.86747,0.625,generated,,,
dataset:287:v1,dataset:287,dataset,NO,Die aktuelle Sprachausgabe soll genau diese Stimme behalten.,Die aktuelle Sprachausgabe soll genau diese Stimme behalten.,moderate,piper,de_DE-kerstin-low,low,die aktuelle sprachausgabe soll genau diese stimme beiden,0.948276,0.875,generated,,,
dataset:288:v1,dataset:288,dataset,NO,Führe den Wechsel der Stimme nicht aus.,Führe den Wechsel der Stimme nicht aus.,clean,piper,de_DE-kerstin-low,low,füge den wechsel der stimme nicht aus,0.96,0.857143,generated,,,
dataset:289:v1,dataset:289,dataset,NO,Bleib bitte im Einstellungsdialog und starte die Texterkennung nicht.,Bleib bitte im Einstellungsdialog und starte die Texterkennung nicht.,moderate,piper,de_DE-thorsten-medium,medium,leid bitte in ein stück dialog und startet die texter genug nicht,0.827068,0.444444,generated,,,
dataset:290:v1,dataset:290,dataset,NO,Ich möchte das Menü für die Objekterkennung noch nicht verlassen.,Ich möchte das Menü für die Objekterkennung noch nicht verlassen.,clean,piper,de_DE-karlsson-low,low,ich möchte das menü für die objekt erkennung noch nicht verlassen,0.992248,0.9,generated,near_duplicate_clean,,
dataset:291:v1,dataset:291,dataset,NO,"Verlasse die Einstellungen nicht, um die Entfernung zu messen.","Verlasse die Einstellungen nicht, um die Entfernung zu messen.",moderate,piper,de_DE-thorsten-high,high,dennoch du die einstellungen nicht in die entfernungen zu müssen,0.806452,0.555556,generated,,,
dataset:292:v1,dataset:292,dataset,NO,Führe die vorherige Frage jetzt nicht außerhalb des Menüs aus.,Führe die vorherige Frage jetzt nicht außerhalb des Menüs aus.,clean,piper,de_DE-karlsson-low,low,führe die vorherige frage jetzt nicht außerhalb des menüs aus,1.0,1.0,generated,identical_to_clean,,
dataset:293:v1,dataset:293,dataset,NO,Bleib in den Einstellungen und lies das Schild noch nicht.,Bleib in den Einstellungen und lies das Schild noch nicht.,moderate,piper,de_DE-kerstin-low,low,bleibt in den einstellungen und ließ das steht noch nicht,0.912281,0.7,generated,,,
dataset:294:v1,dataset:294,dataset,NO,Die Objekterkennung soll jetzt nicht gestartet werden.,Die Objekterkennung soll jetzt nicht gestartet werden.,moderate,piper,de_DE-thorsten-medium,medium,die objekte erkennung zur gibt nicht gestartet werden,0.849057,0.571429,generated,,,
dataset:295:v1,dataset:295,dataset,NO,Verwirf den gespeicherten Distanzbefehl und bleib im Menü.,Verwirf den gespeicherten Distanzbefehl und bleib im Menü.,clean,piper,de_DE-thorsten-medium,medium,verwirft den gespeicherten distanz befehl und bleibt im menü,0.974359,0.625,generated,,,
dataset:296:v1,dataset:296,dataset,NO,"Geh nicht aus den Einstellungen, um die andere Aktion auszuführen.","Geh nicht aus den Einstellungen, um die andere Aktion auszuführen.",clean,piper,de_DE-karlsson-low,low,die nicht aus den einstellungen um die andere aktion auszuführen,0.96875,0.9,generated,,,
dataset:297:v1,dataset:297,dataset,NO,Ich möchte den Einstellungsdialog für die Texterkennung nicht verlassen.,Ich möchte den Einstellungsdialog für die Texterkennung nicht verlassen.,moderate,piper,de_DE-kerstin-low,low,ich möchte den einstellung dialog für die text erkennung nicht verlassen,0.979021,0.777778,generated,near_duplicate_clean,,
dataset:298:v1,dataset:298,dataset,NO,Starte die Erkennung des Hindernisses jetzt nicht.,Starte die Erkennung des Hindernisses jetzt nicht.,moderate,piper,de_DE-kerstin-low,low,startet die erkennung des hindernis jetzt nicht,0.958333,0.714286,generated,,,
dataset:299:v1,dataset:299,dataset,NO,Den ursprünglichen Befehl bitte noch nicht ausführen.,Den ursprünglichen Befehl bitte noch nicht ausführen.,moderate,piper,de_DE-thorsten-high,high,den ursprünglichen befehl wird noch nicht ausführen,0.932039,0.857143,generated,,,
dataset:300:v1,dataset:300,dataset,NO,"Im Einstellungsmenü bleiben, die Abstandsmessung soll nicht starten.","Im Einstellungsmenü bleiben, die Abstandsmessung soll nicht starten.",clean,piper,de_DE-thorsten-high,high,im einstellung mini bleiben die abstandsmessung soll nicht starten,0.954545,0.875,generated,,,
dataset:301:v1,dataset:301,dataset,NO,Leite meine offene Frage jetzt nicht an die Assistenz weiter.,Leite meine offene Frage jetzt nicht an die Assistenz weiter.,clean,piper,de_DE-karlsson-low,low,leiter meine offene frage jetzt nicht an die assistenz weiter,0.991736,0.9,generated,near_duplicate_clean,,
dataset:302:v1,dataset:302,dataset,NO,Schließe die Einstellungen für die Texterkennung bitte nicht.,Schließe die Einstellungen für die Texterkennung bitte nicht.,moderate,piper,de_DE-thorsten-high,high,sind die einstellungen für die text kennung bitte nicht,0.904348,0.75,generated,,,
dataset:303:v1,dataset:303,dataset,NO,"Nein, verwerfe die gespeicherte externe Aktion und bleib hier.","Nein, verwerfe die gespeicherte externe Aktion und bleib hier.",clean,piper,de_DE-kerstin-low,low,nein verwerfe die gespeicherte externen aktionen und bleibt hier,0.967742,0.666667,generated,,,
